customerid,tgt,trips,amount_of_yen,quantity,purchase_period,purchase_recency,purchase_amount_per_trips,regularity,trips_cancellation,trips_cat85099,trips_cat85123,trips_cat22423,trips_cat47566,trips_cat84879,trips_cat20725,trips_cat22720,trips_catpost,trips_cat23203,trips_cat22383,mode_category
14211,0,8,880.84,488,87,45,110.105,10.875,0,2,1,2,0,0,0,0,0,0,0,85099
14214,0,4,818.06,615,107,8,204.515,26.75,0,0,0,1,0,0,0,1,0,1,0,21871
14215,0,4,920.47,481,143,24,230.1175,35.75,0,0,0,0,0,0,2,1,0,0,0,22701
14217,0,9,838.08,280,167,7,93.12,18.5555555555556,0,0,0,0,1,0,0,0,0,0,0,22427
14221,0,5,1648.88,847,154,22,329.776,30.8,0,0,1,0,2,1,0,0,0,0,0,22470
14226,0,4,1678.85,1080,70,37,419.7125,17.5,0,0,0,2,0,1,0,0,0,0,0,79000
14227,0,11,2389.02,1273,99,23,217.183636363636,9,0,3,1,0,0,1,1,0,0,1,0,85099
14229,1,4,665.53,283,41,129,166.3825,10.25,0,0,0,2,0,2,0,0,0,0,0,22456
14231,1,5,822.06,402,109,17,164.412,21.8,0,2,0,1,1,1,0,0,0,0,0,85099
14232,0,4,1001.48,806,81,21,250.37,20.25,0,0,0,0,0,0,0,0,0,0,0,21520
14239,0,8,1237.69,587,115,38,154.71125,14.375,0,1,3,2,0,0,0,2,0,0,0,85123
14243,0,6,1273.02,578,146,9,212.17,24.3333333333333,0,0,0,0,0,0,0,2,0,0,0,22722
14245,1,5,1677.48,971,87,14,335.496,17.4,0,0,0,1,1,0,0,2,0,0,0,84913
14258,0,6,7607.82,4638,137,37,1267.97,22.8333333333333,0,2,3,0,2,0,2,0,0,0,0,85099
14267,0,5,1488.89,517,97,0,297.778,19.4,0,0,3,3,0,0,0,3,0,0,0,22961
14282,0,6,1680.48,1294,104,0,280.08,17.3333333333333,0,1,0,0,0,0,1,0,0,2,2,23204
14289,0,4,723.52,252,112,14,180.88,28,0,0,0,1,0,0,0,0,0,0,0,48194
14291,0,6,2030.22,1256,102,10,338.37,17,0,0,0,0,0,0,1,0,0,0,0,22662
14292,0,5,1087.31,449,140,23,217.462,28,0,0,1,2,0,0,0,1,0,2,0,23203
14298,0,26,26471.21,32804,170,3,1018.12346153846,6.53846153846154,0,3,2,3,0,0,0,1,0,1,0,85230
14299,0,6,548.3,176,21,154,91.3833333333333,3.5,0,0,0,6,0,0,0,0,0,0,0,22423
14309,0,6,1129.42,847,154,6,188.236666666667,25.6666666666667,0,0,0,3,0,0,0,0,0,0,0,85032
14312,0,4,854.59,385,150,24,213.6475,37.5,0,0,1,0,0,1,0,0,0,1,0,22178
14329,0,6,3046.08,1912,165,2,507.68,27.5,0,2,1,0,0,0,1,0,0,1,1,85099
14334,0,5,1345.33,921,115,41,269.066,23,0,0,0,0,0,0,0,0,0,0,0,48187
14339,1,4,289.91,150,8,72,72.4775,2,0,0,0,0,0,0,0,0,1,0,0,23155
14341,0,5,687.25,416,103,53,137.45,20.6,0,3,0,0,0,0,2,0,0,1,0,85099
14364,0,6,2808,1464,47,2,468,7.83333333333333,0,2,0,0,0,0,1,0,0,0,0,23298
14367,0,10,4061.77,1859,91,22,406.177,9.1,0,3,5,0,4,0,2,2,0,0,0,47590
14395,0,6,1647.59,797,156,15,274.598333333333,26,0,0,0,0,4,0,0,0,0,0,0,85152
14397,0,4,379.04,312,41,9,94.76,10.25,0,0,0,0,0,0,0,0,0,0,0,22178
14401,0,4,1352.04,1136,153,0,338.01,38.25,0,0,0,0,0,1,0,0,0,0,0,84944
14404,0,4,865.2,552,157,7,216.3,39.25,0,0,0,2,0,0,2,0,0,0,1,20727
14407,0,4,972.98,414,77,37,243.245,19.25,0,1,0,0,0,0,0,1,0,0,0,22848
14408,0,4,1215.32,721,92,9,303.83,23,0,0,0,0,0,0,0,0,0,0,0,85152
14410,0,8,709.8,332,99,44,88.7250000000001,12.375,0,0,0,0,2,0,0,0,0,0,0,22261
14415,0,6,1866.99,801,142,20,311.165,23.6666666666667,0,4,4,0,0,0,3,0,0,2,2,85099
14426,0,6,2196.88,1226,158,16,366.146666666667,26.3333333333333,0,0,0,0,1,0,0,2,0,0,0,22847
14442,1,4,1548.87,476,118,36,387.2175,29.5,0,0,0,0,0,0,0,0,0,0,0,23092
14462,0,10,1106.55,479,153,23,110.655,15.3,0,0,3,0,1,1,0,2,0,0,0,22948
14472,0,4,1249.75,811,147,25,312.4375,36.75,0,0,1,1,0,4,0,1,0,0,0,84879
14475,0,5,496.14,224,138,4,99.228,27.6,0,2,2,0,0,0,2,0,0,0,0,22767
14502,0,8,971.980000000001,432,78,72,121.4975,9.75,0,0,3,0,0,2,0,2,0,0,0,21340
14505,0,6,2096.97,830,132,42,349.495,22,0,0,1,1,2,0,1,1,0,1,1,47566
14507,0,4,600.31,324,60,53,150.0775,15,0,0,1,1,0,0,0,0,0,0,0,85049
14524,0,4,777.27,286,103,16,194.3175,25.75,0,0,1,1,0,0,2,0,0,0,0,20718
14525,0,6,1492.64,783,144,20,248.773333333333,24,0,2,2,1,1,0,0,1,0,1,0,21622
14527,0,40,2718.76,776,175,1,67.969,4.375,0,7,2,1,4,0,0,1,0,0,0,D
14534,0,11,2279.84,1074,149,7,207.258181818182,13.5454545454545,0,1,0,0,3,0,0,1,0,0,0,22727
14541,1,7,1315.65,603,150,6,187.95,21.4285714285714,0,0,0,0,0,0,0,0,0,0,0,84997
14543,0,13,1991.29,425,147,9,153.176153846154,11.3076923076923,0,0,0,0,0,0,0,1,0,0,0,22207
14560,0,9,840.83,168,154,0,93.4255555555555,17.1111111111111,0,0,0,0,0,0,0,2,0,0,0,22776
14562,0,4,1131.49,497,121,21,282.8725,30.25,0,0,0,0,3,0,1,2,0,0,0,85066
14572,0,4,1062.98,463,69,92,265.745,17.25,0,0,0,3,1,0,0,0,0,0,0,85071
14573,1,12,1190.62,404,107,17,99.2183333333333,8.91666666666667,0,0,0,2,0,0,1,3,0,0,0,82581
14584,1,5,1029.26,379,29,7,205.852,5.8,0,0,2,0,0,2,0,0,0,0,0,22429
14587,1,9,1470.63,726,147,22,163.403333333333,16.3333333333333,0,0,4,2,1,0,5,0,0,0,1,84997
14606,0,66,6346.75999999998,3514,176,1,96.16303030303,2.66666666666667,0,5,6,7,1,1,3,0,0,0,0,90214
14646,0,31,127365.23,90704,164,2,4108.5558064516,5.29032258064516,0,11,1,4,0,2,6,1,7,3,6,85099
14659,0,6,1328.26,640,128,25,221.376666666667,21.3333333333333,0,1,0,2,0,3,1,3,0,1,0,84997
14665,0,4,713.86,266,14,134,178.465,3.5,0,0,1,0,0,0,0,1,0,0,0,84459
14667,0,11,2802.73,1405,154,9,254.793636363636,14,0,4,0,0,0,5,0,0,0,0,1,85040
14676,0,5,1143.52,1078,94,45,228.704,18.8,0,0,0,0,0,0,0,0,0,0,0,85152
14680,0,11,12517,6188,158,16,1137.90909090909,14.3636363636364,0,5,0,0,6,0,6,0,0,0,3,84997
14688,0,13,2640.95,1770,161,2,203.15,12.3846153846154,0,1,0,0,0,0,0,0,0,0,0,23182
14692,0,4,470.8,219,87,73,117.7,21.75,0,0,0,0,0,0,0,1,0,0,0,22931
14696,0,4,870.04,464,142,21,217.51,35.5,0,0,0,0,0,0,0,0,0,0,0,78033
14701,1,10,1895.13,650,143,10,189.513,14.3,0,1,1,0,0,0,0,2,0,0,0,84459
14702,0,6,1068.95,289,175,0,178.158333333333,29.1666666666667,0,0,0,0,0,0,0,3,0,0,0,85049
14709,0,5,1619.04,810,128,25,323.808,25.6,0,4,0,0,0,0,0,0,0,2,0,85099
14711,0,8,1885.25,674,100,0,235.65625,12.5,0,0,0,0,5,2,0,0,0,0,0,84836
14713,0,6,1021.69,654,136,24,170.281666666666,22.6666666666667,0,2,2,0,0,0,3,0,0,0,4,20727
14730,0,4,767.07,442,97,16,191.7675,24.25,0,0,0,1,2,0,0,2,0,1,0,47590
14732,0,4,1283.2,740,152,24,320.8,38,0,0,1,0,0,0,0,1,0,0,0,22993
14733,0,7,3894.62,1492,161,8,556.374285714286,23,0,0,2,0,4,0,0,2,0,0,0,47566
14735,0,19,2376.21,821,146,14,125.063684210526,7.68421052631579,0,0,0,0,0,0,0,0,0,1,0,22730
14738,0,4,525.69,219,117,37,131.4225,29.25,0,0,1,0,0,0,0,0,0,0,0,21181
14740,1,4,1423.21,729,92,29,355.8025,23,0,0,1,1,0,0,0,0,0,0,0,46000
14744,1,6,691.58,369,38,119,115.263333333333,6.33333333333333,0,0,0,0,0,0,1,0,0,0,0,22384
14755,0,6,2194.38,910,158,14,365.73,26.3333333333333,0,1,2,3,3,3,0,1,0,0,0,22771
14776,0,7,1456.68,1788,141,9,208.097142857143,20.1428571428571,0,0,0,0,0,0,0,0,0,0,0,21703
14794,1,5,645.64,309,130,41,129.128,26,0,1,0,0,0,0,0,0,0,0,0,22849
14796,0,13,2912.8,2028,147,10,224.061538461539,11.3076923076923,0,0,0,4,0,0,0,2,0,0,0,84596
14800,0,8,2074.96,1598,143,29,259.37,17.875,0,0,0,0,0,0,1,0,0,0,0,22752
14808,0,4,867.41,497,6,4,216.8525,1.5,0,0,0,0,0,0,0,0,0,0,0,84931
14810,0,7,1098.26,527,136,36,156.894285714286,19.4285714285714,0,4,2,0,0,0,3,3,0,1,3,85099
14825,0,4,810.89,354,128,7,202.7225,32,0,0,1,0,1,1,0,0,0,1,0,22967
14842,0,4,1381.23,630,123,23,345.3075,30.75,0,0,0,1,0,1,0,0,0,0,0,22978
14849,0,9,2824.06,2058,142,14,313.784444444444,15.7777777777778,0,0,0,3,0,4,0,0,0,2,0,21975
14854,0,6,1923.24,1288,110,2,320.54,18.3333333333333,0,0,0,0,3,0,1,0,0,0,0,47566
14878,0,5,761.01,492,118,11,152.202,23.6,0,0,0,0,1,0,0,0,0,0,0,22139
14895,0,7,4669.36,1835,146,14,667.051428571429,20.8571428571429,0,0,3,2,2,0,2,2,0,0,0,85123
14903,0,7,1740.03,880,88,28,248.575714285714,12.5714285714286,0,1,1,1,1,2,0,0,0,0,0,84947
14911,0,78,37381.8300000001,20299,176,0,479.254230769232,2.25641025641026,33,6,11,12,4,4,3,10,0,1,0,C2
14944,0,5,1832.03,1001,110,24,366.406,22,0,0,3,0,0,1,0,0,0,0,0,85123
14952,0,7,2822.15,1305,98,44,403.164285714286,14,0,1,0,0,0,0,0,1,0,0,0,84997
14961,0,6,1958.86,1114,119,56,326.476666666667,19.8333333333333,0,0,0,2,0,0,1,1,0,0,0,84949
14976,0,4,425.26,111,130,34,106.315,32.5,0,0,0,0,0,0,0,0,0,0,0,21908
14978,0,4,1537.28,417,94,73,384.320000000001,23.5,0,0,0,1,2,0,0,2,0,0,0,72807
15005,0,18,2902.84,1942,171,0,161.268888888889,9.5,0,7,7,1,7,0,6,4,0,4,2,47566
15021,0,4,694.29,353,86,13,173.5725,21.5,0,0,2,0,0,0,0,0,0,0,1,84596
15023,0,4,3214.96,1663,156,7,803.739999999999,39,0,4,2,1,1,2,1,1,0,1,1,85099
15027,1,5,952.77,521,70,6,190.554,14,0,0,0,0,1,0,0,0,0,0,1,22605
15034,0,5,1812.68,874,105,70,362.536,21,0,0,1,0,0,0,1,0,0,0,1,84849
15039,0,33,14103.61,6803,176,0,427.382121212121,5.33333333333333,0,20,1,7,9,0,5,4,0,4,7,85099
15044,0,10,2862.77,837,156,14,286.277,15.6,0,0,3,7,1,0,0,3,0,1,0,22423
15046,0,10,2770.5,1657,171,4,277.05,17.1,0,0,2,0,0,7,0,0,0,0,0,84879
15058,0,6,1011.31,484,129,21,168.551666666667,21.5,0,2,0,0,0,0,0,0,0,0,0,21034
15059,0,7,721.03,301,164,8,103.004285714286,23.4285714285714,0,0,0,0,0,0,0,0,0,0,0,82582
15061,0,26,12023.38,7345,167,7,462.437692307692,6.42307692307692,0,0,0,5,0,0,0,0,0,0,0,22558
15065,1,5,2836.6,1153,126,2,567.32,25.2,0,0,0,1,0,0,0,1,0,0,0,22962
15078,0,14,3270.56,1734,128,28,233.611428571428,9.14285714285714,0,6,0,4,0,0,4,0,0,2,3,85099
15079,1,4,751.71,343,102,50,187.9275,25.5,0,0,1,0,0,0,1,0,0,0,1,85123
15093,0,5,2765.22,2048,139,37,553.044,27.8,0,0,0,2,0,2,0,0,0,0,0,22030
15098,1,5,649.5,60,0,20,129.9,0,0,0,0,0,0,0,0,0,0,0,0,22502
15107,1,5,133.95,99,22,149,26.79,4.4,0,0,1,0,0,0,0,0,0,0,0,22168
15108,0,4,614.95,162,44,20,153.7375,11,0,0,0,0,0,0,0,0,2,0,0,POST
15114,0,4,1027.25,1003,119,20,256.8125,29.75,0,0,0,0,0,0,0,0,0,0,0,22927
15122,0,4,911.06,486,101,34,227.765,25.25,0,2,0,0,1,0,0,0,0,1,0,22962
15125,0,12,8278.24,4479,99,9,689.853333333333,8.25,0,1,0,2,0,1,0,1,0,1,0,23167
15128,0,6,806.64,728,55,2,134.44,9.16666666666667,0,0,0,0,0,0,0,0,1,0,0,84536
15129,0,7,1801.33,1187,115,14,257.332857142857,16.4285714285714,0,0,0,0,0,0,0,3,0,0,0,22720
15140,0,4,1123.2,896,73,29,280.8,18.25,0,0,0,0,0,0,0,1,0,0,0,84970
15144,0,6,1644.62,774,94,55,274.103333333333,15.6666666666667,0,0,0,0,0,0,1,0,0,0,0,85116
15159,0,15,4257.91,1944,158,9,283.860666666667,10.5333333333333,0,0,0,1,0,0,2,0,0,0,0,85132
15189,0,30,5910.74,2150,169,1,197.024666666667,5.63333333333333,0,0,0,13,4,0,0,0,0,0,0,22423
15194,0,11,2472.82,1687,166,8,224.801818181818,15.0909090909091,0,0,0,3,1,2,0,3,0,0,0,22156
15201,0,4,590.49,647,47,38,147.6225,11.75,0,1,0,0,0,0,0,0,0,1,0,82580
15218,0,4,2447.6,1364,140,16,611.9,35,0,4,1,0,1,0,0,0,0,1,0,85099
15220,0,5,926.77,845,111,7,185.354,22.2,0,0,1,0,0,0,0,0,0,0,0,22109
15235,1,9,1552.87,932,120,55,172.541111111111,13.3333333333333,0,0,1,0,1,0,1,0,0,0,0,22303
15240,0,4,1029.83,750,120,29,257.4575,30,0,0,2,1,0,0,0,0,0,1,0,22083
15241,0,5,1047.51,973,99,21,209.502,19.8,0,0,0,0,0,0,0,0,0,0,1,22752
15249,0,6,2832.92,1432,59,34,472.153333333333,9.83333333333333,0,0,0,0,3,1,1,1,0,0,3,37370
15251,0,4,5439.25,3348,63,16,1359.8125,15.75,0,0,0,0,0,0,0,1,0,0,0,23167
15270,0,5,1272.35,659,71,76,254.47,14.2,0,0,3,0,0,0,1,0,0,0,0,75049
15271,0,6,944.7,438,174,0,157.45,29,0,0,3,0,0,0,0,2,0,0,0,85123
15281,0,9,1835.21,987,146,24,203.912222222222,16.2222222222222,0,0,1,1,3,0,0,2,0,0,0,84968
15290,0,9,1766.32,928,127,41,196.257777777778,14.1111111111111,0,0,0,1,0,1,0,0,0,0,0,22908
15291,0,14,2585.58,979,159,10,184.684285714286,11.3571428571429,0,0,0,0,0,2,0,0,0,0,0,82486
15296,0,5,2063.69,1137,150,13,412.738,30,0,0,1,1,1,0,1,1,0,1,1,84509
15298,0,4,1379.6,1039,150,25,344.9,37.5,0,1,0,0,1,0,0,0,0,1,0,22468
15299,0,5,528.08,474,137,2,105.616,27.4,0,0,0,0,0,0,0,0,0,0,0,M
15301,0,6,2139.74,1050,95,10,356.623333333333,15.8333333333333,0,0,0,0,1,0,3,0,0,0,0,20725
15304,0,7,354.65,49,118,1,50.6642857142857,16.8571428571429,0,0,0,5,0,0,0,0,0,0,0,22423
15311,0,53,33795.7700000001,22398,175,1,637.656037735851,3.30188679245283,0,21,0,0,0,0,8,0,0,0,4,84997
15356,0,4,1242.03,732,121,13,310.5075,30.25,0,0,2,0,3,2,0,1,0,0,2,47566
15358,0,15,4055.45,3491,159,16,270.363333333333,10.6,0,0,0,3,0,0,0,0,0,0,0,85049
15373,0,6,780.4,220,165,11,130.066666666667,27.5,0,0,0,3,0,0,0,0,0,0,0,21216
15379,1,7,2140.43,1525,170,7,305.775714285714,24.2857142857143,0,2,4,2,0,3,0,0,0,0,4,85123
15382,0,6,2099.27,1619,116,17,349.878333333334,19.3333333333333,0,0,0,0,0,0,0,0,0,2,2,23168
15410,0,5,2361.93,791,89,10,472.386,17.8,0,0,0,2,3,0,0,0,0,0,0,84818
15465,0,16,4163.51,600,154,18,260.219375,9.625,0,0,0,15,0,0,0,0,0,0,0,22423
15491,0,5,2400.71,1193,56,17,480.142,11.2,0,0,0,1,3,0,0,0,0,0,0,47566
15498,0,17,6975.64,3511,169,6,410.331764705883,9.94117647058824,0,3,1,3,2,0,3,2,0,1,4,85099
15502,0,4,1657.62,1552,111,2,414.405,27.75,0,0,1,1,2,0,0,0,0,0,0,84970
15508,1,6,1000.27,440,46,27,166.711666666667,7.66666666666667,0,2,2,3,0,0,0,0,0,1,0,22423
15513,0,12,5628.66,2118,154,13,469.055,12.8333333333333,0,0,1,2,1,1,0,0,0,1,0,22699
15518,0,6,972.92,696,117,53,162.153333333333,19.5,0,0,0,0,1,0,2,0,0,0,1,22659
15521,0,5,1542.78,900,42,50,308.556,8.4,0,0,0,0,0,0,1,0,0,1,0,84997
15529,0,5,1610.75,1413,112,48,322.15,22.4,0,3,0,0,2,0,2,0,0,1,1,84086
15535,1,5,485.4,131,154,11,97.08,30.8,0,0,0,2,1,0,0,0,0,0,0,85036
15544,0,4,1722.95,1516,128,11,430.7375,32,0,0,0,0,0,0,1,0,0,0,1,84997
15547,0,6,1637.16,1046,121,32,272.86,20.1666666666667,0,1,3,0,1,0,0,0,0,0,0,72351
15555,0,6,1106.45,919,60,13,184.408333333333,10,0,2,2,1,2,2,5,0,0,1,4,85202
15570,0,6,1405.23,488,123,44,234.205,20.5,0,0,1,1,1,1,0,0,0,0,0,22776
15581,0,5,327.88,119,103,10,65.576,20.6,0,0,0,0,2,1,0,1,0,0,0,47599
15589,1,4,456.58,242,58,90,114.145,14.5,0,0,1,0,1,0,0,0,0,0,0,22892
15596,0,7,924.12,378,127,37,132.017142857143,18.1428571428571,0,0,0,0,0,0,1,0,0,0,0,22502
15601,0,10,3879.75,2898,166,8,387.975,16.6,0,0,5,1,0,0,0,1,0,0,0,85123
15602,0,6,254.66,150,131,38,42.4433333333333,21.8333333333333,0,0,0,3,0,0,0,0,1,0,0,22178
15606,0,7,2136.16,644,153,8,305.165714285714,21.8571428571429,0,0,0,0,0,0,0,1,0,0,0,22726
15611,0,7,530.77,103,171,1,75.8242857142857,24.4285714285714,0,0,0,4,0,0,0,0,0,0,0,22423
15615,0,14,4788.79,2619,167,0,342.056428571429,11.9285714285714,0,6,1,1,3,1,4,2,0,0,4,85099
15622,0,10,2501,1210,91,28,250.1,9.1,0,3,0,1,1,0,0,0,0,1,0,85099
15625,0,4,929.02,706,58,15,232.255,14.5,0,0,0,0,0,0,1,0,0,0,0,21868
15632,0,5,1540.76,830,92,20,308.152,18.4,0,0,0,0,0,1,2,2,0,0,0,22690
15640,0,6,3990.83,2030,147,23,665.138333333333,24.5,0,2,3,3,0,1,0,0,0,1,0,22084
15643,1,6,647.4,242,103,17,107.9,17.1666666666667,0,0,0,2,1,0,0,1,0,0,0,23169
15644,1,4,813,557,94,4,203.25,23.5,0,0,0,0,0,0,3,0,0,0,1,85032
15648,1,4,599.9,213,62,42,149.975,15.5,0,0,0,0,0,0,0,1,1,1,0,84406
15658,1,7,652.7,168,131,28,93.2428571428571,18.7142857142857,0,0,0,5,1,0,0,0,0,0,0,22423
15660,0,5,484.62,310,86,34,96.924,17.2,0,1,0,1,0,0,0,0,0,0,2,84946
15671,0,5,1016.13,559,28,80,203.226,5.6,0,0,0,0,0,0,0,0,0,0,0,22168
15674,0,7,677.08,426,41,51,96.7257142857143,5.85714285714286,0,0,4,4,4,0,0,0,0,0,1,84279
15687,1,7,1667.85,655,145,23,238.264285714286,20.7142857142857,0,1,0,0,1,0,0,1,0,0,0,22854
15694,1,7,2402.65,535,154,14,343.235714285714,22,0,0,0,2,2,0,0,0,0,0,0,35004
15696,0,9,1550.85,713,113,51,172.316666666667,12.5555555555556,0,0,1,0,2,2,0,0,0,0,0,47566
15708,0,5,1709.72,643,116,56,341.944,23.2,0,0,4,1,0,0,0,0,0,0,0,21916
15719,0,8,2773.12,1464,158,16,346.64,19.75,0,7,6,0,5,3,5,1,0,2,5,85099
15737,0,7,657.13,361,56,24,93.8757142857143,8,0,0,0,0,1,0,3,0,0,0,0,22171
15738,0,11,2578.71,1495,142,21,234.428181818182,12.9090909090909,0,0,0,0,3,0,0,0,0,0,0,47590
15749,1,4,21535.9,9014,97,73,5383.975,24.25,0,0,3,0,1,0,0,0,0,0,0,85123
15769,0,13,30673.92,16576,166,10,2359.53230769231,12.7692307692308,0,6,0,0,0,0,0,0,0,0,0,85099
15785,0,4,1318.62,752,104,28,329.655,26,0,0,0,2,1,0,2,0,0,0,2,84755
15796,0,6,1204.97,411,115,24,200.828333333333,19.1666666666667,0,0,2,2,0,0,0,0,0,1,0,22698
15805,0,11,2580.5,1620,125,1,234.590909090909,11.3636363636364,0,3,0,0,3,0,0,0,0,1,0,22666
15809,1,4,399.21,251,118,22,99.8025,29.5,0,0,0,1,0,0,0,0,0,0,0,22781
15811,0,4,814.64,332,93,42,203.66,23.25,0,0,0,1,2,0,0,0,0,0,0,85049
15827,0,13,752.83,320,137,17,57.91,10.5384615384615,0,0,0,4,0,0,0,7,1,0,0,22720
15834,0,4,1666.82,680,111,3,416.705,27.75,0,0,0,0,0,0,1,1,0,0,0,84692
15838,0,9,8610.06,4578,145,3,956.673333333333,16.1111111111111,0,3,0,0,0,0,0,0,0,0,0,85099
15845,0,5,1912.34,1018,157,17,382.468,31.4,0,1,0,0,1,2,0,0,0,0,0,84978
15854,0,7,1807.59,590,156,10,258.227142857143,22.2857142857143,0,0,1,0,0,0,0,0,0,0,0,15056
15855,0,4,474.69,319,79,21,118.6725,19.75,0,0,0,0,2,0,0,0,0,0,0,84569
15856,0,7,4343.25,3227,119,20,620.464285714286,17,0,0,6,0,0,0,0,0,0,0,0,84596
15867,0,7,1500.55,796,149,21,214.364285714286,21.2857142857143,0,0,0,2,1,3,0,0,0,0,0,21955
15874,1,7,2181.15,1058,106,15,311.592857142857,15.1428571428571,0,0,1,0,1,0,0,0,0,0,0,21626
15881,1,5,323.79,144,0,150,64.758,0,0,0,0,0,0,0,0,0,0,0,0,22649
15906,0,4,637.26,219,35,57,159.315,8.75,0,0,0,1,0,0,0,0,0,0,0,85152
15910,0,4,550.61,431,109,45,137.6525,27.25,0,0,0,0,0,0,0,0,0,0,0,22998
15932,0,8,1549.35,1157,126,0,193.66875,15.75,0,0,1,0,2,0,0,0,0,0,0,37342
15938,0,4,335.3,192,122,39,83.825,30.5,0,0,1,0,0,0,0,0,0,0,0,22178
15939,0,11,5207.12,4107,151,18,473.374545454546,13.7272727272727,0,0,0,0,0,0,0,0,0,0,0,84970
15953,1,4,597.4,348,120,49,149.35,30,0,0,3,1,0,2,0,0,0,0,0,85231
15971,0,4,1086.15,527,68,80,271.5375,17,0,3,0,0,0,0,0,0,1,0,0,85099
15974,0,5,2042.25,1294,104,22,408.45,20.8,0,0,0,1,0,2,0,0,0,0,0,84970
15981,0,5,2061,1100,142,6,412.2,28.4,0,0,0,0,0,0,0,0,0,2,0,21977
15984,0,4,659.38,303,104,71,164.845,26,0,0,3,0,0,0,0,0,0,0,0,85123
15996,0,4,517.15,216,119,3,129.2875,29.75,0,0,0,0,0,0,0,0,0,0,0,84631
16011,0,6,963.61,670,134,14,160.601666666667,22.3333333333333,0,0,0,0,0,0,0,0,0,0,0,21669
16013,0,24,11080.87,3711,164,10,461.702916666667,6.83333333333333,0,0,5,4,6,0,0,0,0,0,0,47566
16019,0,5,2270.4,824,104,70,454.08,20.8,0,0,0,3,1,2,0,0,0,0,0,15056
16027,0,5,542.87,663,126,14,108.574,25.2,0,0,0,0,0,0,0,0,0,0,0,21326
16029,0,35,10745.39,10019,175,2,307.011142857143,5,0,11,0,0,0,0,0,0,2,0,0,85099
16033,0,15,3522.25,1292,172,3,234.816666666667,11.4666666666667,0,0,2,0,3,2,0,3,0,0,0,21534
16057,0,5,974.24,351,85,37,194.848,17,0,1,1,0,0,0,0,2,0,0,0,22776
16115,0,4,658.66,392,112,18,164.665,28,0,1,0,0,0,0,2,3,0,0,0,85049
16133,0,17,6697.62,3833,139,17,393.977647058824,8.17647058823529,0,0,0,1,3,0,0,0,0,0,0,22139
16145,0,7,1324.33,1016,167,9,189.19,23.8571428571429,0,0,2,0,2,0,0,2,0,0,1,85170
16156,0,4,1044.57,460,104,44,261.1425,26,0,0,0,0,1,0,0,3,0,1,0,22720
16161,0,10,1963.05,983,161,7,196.305,16.1,0,5,0,0,0,0,2,0,0,3,2,85099
16168,0,9,1119.51,551,132,24,124.39,14.6666666666667,0,0,1,1,0,0,0,0,0,0,0,23301
16170,0,4,940.24,662,72,13,235.06,18,0,0,0,0,0,0,0,0,0,0,0,23084
16180,0,5,4327.28,2495,81,8,865.456,16.2,0,3,0,2,1,0,0,0,0,2,1,85099
16186,0,5,1024.67,900,70,9,204.934,14,0,0,0,0,0,3,0,0,0,0,0,20971
16187,0,8,3475.62,2357,114,7,434.4525,14.25,0,2,0,2,4,3,0,0,0,0,0,47566
16191,0,13,1923.48,836,74,100,147.96,5.69230769230769,0,0,0,0,1,0,0,2,0,0,0,22701
